No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
4059,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Maffin,Kue_lumpur,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,RotiManis_Keju,Donat,Arem_arem,Misoa,Brownies,EsKopi_botol,Kue_Kering,Kroket,,,,,,,,,,napkins,light bulbs,,,,,,,,,,,,,
4061,Kroket,EsKopi_botol,Kroisan,Donat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,Maffin,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,Kroket,Misoa,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,Arem_arem,Misoa,Sosis_solo,Maffin,Brownies,KunirAsem_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4065,Lemper,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,Maffin,Arem_arem,Sosis_solo,Misoa,RotiManis_Keju,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4067,Kroket,Brownies,Kue_lumpur,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,Kue_lumpur,Kroket,EsCoklat_botol,Lemper,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,Kue_lumpur,Kroisan,EsKopi_botol,Kroket,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,Bollen_pisang,Kue_Kering,EsKopi_botol,Apem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,Bollen_pisang,Kue_Kering,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4073,Roti_Tawar,Donat,EsCoklat_botol,Kroket,RotiManis_Keju,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,Arem_arem,RotiManis_Keju,Sosis_solo,Maffin,Brownies,EsKopi_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4075,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,Arem_arem,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,Sosis_solo,Apem,EsCoklat_botol,RotiManis_Selai,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4080,Sosis_solo,Apem,RotiManis_Selai,Kue_lumpur,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,Arem_arem,RotiManis_Coklat,Kue_lumpur,Misoa,EsCoklat_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4082,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,Kroket,Brownies,EsKopi_botol,Camilan_khas_pati,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,Risoles,Sosis_solo,EsCoklat_botol,Maffin,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4085,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,Arem_arem,RotiManis_Keju,Kue_lumpur,EsCoklat_botol,Risoles,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4088,Kroket,Brownies,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,Kroket,Risoles,KunirAsem_botol,RotiManis_Keju,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4090,Bollen_pisang,Kue_Kering,EsCoklat_botol,Camilan_khas_pati,Kue_lumpur,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4091,RotiManis_Keju,Risoles,EsCoklat_botol,Maffin,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,Kroisan,Lemper,Sosis_solo,Camilan_khas_pati,Maffin,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4093,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,Sosis_solo,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,Kroket,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,Risoles,Kroket,Camilan_khas_pati,Maffin,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kroket,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4098,Kue_lumpur,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,EsKopi_botol,EsCoklat_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,Kroket,EsCoklat_botol,Donat,Roti_Tawar,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,Kroket,Lemper,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,Arem_arem,Donat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,Kroket,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,Maffin,Arem_arem,Brownies,Lemper,Risoles,KunirAsem_botol,Donat,Kroket,,,,,,,,,,coffee,fruit/vegetable juice,salty snack,specialty chocolate,,,,,,,,,,,
4106,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,Risoles,Donat,Camilan_khas_pati,Misoa,Brownies,EsCoklat_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4108,Camilan_khas_pati,EsKopi_botol,Sosis_solo,Kue_Kering,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,Maffin,Apem,Lemper,Donat,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,Misoa,RotiManis_Coklat,RotiManis_Keju,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,Kroket,Risoles,EsCoklat_botol,Donat,Kroisan,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,Roti_Tawar,Arem_arem,EsCoklat_botol,Maffin,Kue_lumpur,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4113,Kroket,Misoa,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,Kroisan,Risoles,Arem_arem,EsKopi_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,Risoles,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,Maffin,Kroket,EsCoklat_botol,Risoles,Kroisan,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4117,Roti_Tawar,Lemper,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,RotiManis_Coklat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,Kroket,Brownies,Camilan_khas_pati,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
4120,Kroket,Brownies,EsCoklat_botol,Maffin,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4121,Arem_arem,Kroket,Camilan_khas_pati,Kue_lumpur,Maffin,KunirAsem_botol,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,
4122,Kroket,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,Maffin,EsCoklat_botol,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,Sosis_solo,EsCoklat_botol,Maffin,Kroisan,Lemper,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4125,Bollen_pisang,Kue_Kering,Donat,Risoles,Kue_lumpur,EsCoklat_botol,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,
4126,Arem_arem,KunirAsem_botol,Sosis_solo,Donat,Kue_lumpur,Apem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4127,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Misoa,Brownies,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4128,Risoles,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,Camilan_khas_pati,EsCoklat_botol,Arem_arem,Kroket,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,Kroket,RotiManis_Coklat,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,Kroket,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,RotiManis_Keju,Sosis_solo,Arem_arem,Roti_Tawar,Brownies,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4135,Kroket,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,RotiManis_Keju,Lemper,Sosis_solo,Maffin,Brownies,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4138,Roti_Tawar,Kroket,Donat,Camilan_khas_pati,EsCoklat_botol,Arem_arem,Kue_Kering,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
4139,RotiManis_Keju,Maffin,EsCoklat_botol,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,Kroket,Brownies,EsCoklat_botol,Donat,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,Maffin,Apem,KunirAsem_botol,Kue_Kering,Lemper,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4142,Kroisan,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,Bollen_pisang,Kue_Kering,EsKopi_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,Bollen_pisang,Kue_Kering,Sosis_solo,Maffin,EsKopi_botol,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4146,Kroket,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,Apem,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,Sosis_solo,Brownies,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,Roti_Tawar,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,Camilan_khas_pati,Apem,Sosis_solo,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,Bollen_pisang,Kue_Kering,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,Arem_arem,Kroket,Sosis_solo,EsCoklat_botol,Kroisan,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4154,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,Maffin,Donat,Camilan_khas_pati,Risoles,Kue_lumpur,EsCoklat_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4156,Maffin,Apem,EsCoklat_botol,Risoles,Lemper,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4157,Maffin,Apem,Arem_arem,Kue_lumpur,Misoa,EsCoklat_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4158,Kroket,Brownies,EsCoklat_botol,Lemper,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,Maffin,Arem_arem,Kue_lumpur,EsCoklat_botol,Brownies,KunirAsem_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4160,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,Roti_Tawar,Kroket,EsCoklat_botol,Camilan_khas_pati,KunirAsem_botol,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
4164,Camilan_khas_pati,Risoles,Arem_arem,Lemper,RotiManis_Keju,EsCoklat_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4165,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,Arem_arem,RotiManis_Coklat,Sosis_solo,Maffin,RotiManis_Keju,KunirAsem_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4167,Arem_arem,Donat,EsCoklat_botol,Maffin,Brownies,Apem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
4168,Sosis_solo,Apem,RotiManis_Selai,Misoa,Brownies,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4169,EsKopi_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,Kue_Kering,Kroisan,Risoles,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,Roti_Tawar,Arem_arem,Brownies,Risoles,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,Maffin,Donat,Apem,Kue_Kering,KunirAsem_botol,Arem_arem,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4174,Maffin,EsCoklat_botol,Donat,Brownies,Risoles,Arem_arem,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4175,Arem_arem,EsCoklat_botol,Maffin,Brownies,Risoles,Apem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4176,Roti_Tawar,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,EsCoklat_botol,Roti_Tawar,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,RotiManis_Keju,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,Sosis_solo,Risoles,KunirAsem_botol,RotiManis_Selai,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4180,Maffin,RotiManis_Keju,Arem_arem,Donat,KunirAsem_botol,Sosis_solo,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4181,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,Kroket,Brownies,RotiManis_Keju,Arem_arem,Maffin,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,Arem_arem,Misoa,Camilan_khas_pati,Maffin,Brownies,EsCoklat_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4184,Kue_lumpur,Kroket,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,Maffin,Apem,Sosis_solo,Misoa,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4187,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,Kue_Kering,Donat,Risoles,KunirAsem_botol,EsCoklat_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
4189,Lemper,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,Maffin,Arem_arem,Kue_lumpur,Donat,KunirAsem_botol,Brownies,Kue_Kering,Kroket,,,,,,,,,,jam,bottled water,bottled beer,candles,potted plants,,,,,,,,,,
4192,Brownies,Lemper,Arem_arem,Camilan_khas_pati,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,Camilan_khas_pati,EsCoklat_botol,Maffin,RotiManis_Selai,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4194,Risoles,Kroket,Arem_arem,Donat,EsKopi_botol,Sosis_solo,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
4195,Risoles,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,Arem_arem,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,Misoa,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,Bollen_pisang,Kue_Kering,Sosis_solo,RotiManis_Selai,Kue_lumpur,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4202,Kroket,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,Kroket,Brownies,EsCoklat_botol,Camilan_khas_pati,KunirAsem_botol,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
4206,Maffin,Arem_arem,Kue_lumpur,Risoles,Misoa,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4207,Roti_Tawar,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,Kroisan,EsKopi_botol,RotiManis_Coklat,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,Roti_Tawar,EsCoklat_botol,Sosis_solo,Kue_lumpur,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4210,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,RotiManis_Selai,EsCoklat_botol,RotiManis_Keju,Risoles,Kue_lumpur,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4212,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,Arem_arem,Apem,Risoles,Kue_Kering,KunirAsem_botol,Brownies,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4214,Arem_arem,Kroket,Sosis_solo,Maffin,EsCoklat_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,candy,,,,,,,,,,,,,,
4215,Kroket,Roti_Tawar,EsCoklat_botol,Kue_Kering,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,Maffin,Apem,Risoles,EsCoklat_botol,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4218,Brownies,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,Roti_Tawar,Arem_arem,Sosis_solo,Misoa,Brownies,KunirAsem_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4220,Kroket,Arem_arem,Maffin,Kroisan,KunirAsem_botol,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,Kroisan,Apem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,Bollen_pisang,Kue_Kering,Sosis_solo,Kroket,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4223,Kroket,Apem,Sosis_solo,Maffin,Lemper,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4224,Maffin,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,EsKopi_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,Roti_Tawar,Lemper,Arem_arem,Kue_lumpur,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,Camilan_khas_pati,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,RotiManis_Keju,Arem_arem,Sosis_solo,Maffin,EsCoklat_botol,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4231,Arem_arem,Kroket,KunirAsem_botol,EsCoklat_botol,Brownies,EsCoklat_botol,Donat,Camilan_khas_pati,,,,,,,,,,chewing gum,chocolate,potted plants,flower (seeds),,,,,,,,,,,
4232,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kroket,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4233,Sosis_solo,Arem_arem,RotiManis_Selai,RotiManis_Selai,Brownies,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4234,Sosis_solo,EsCoklat_botol,Kroisan,Kue_Kering,Maffin,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4235,Kue_lumpur,Kroket,Sosis_solo,Maffin,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4236,Arem_arem,Misoa,Camilan_khas_pati,Maffin,Brownies,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,EsCoklat_botol,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,RotiManis_Selai,EsCoklat_botol,Kroisan,Lemper,RotiManis_Keju,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4239,Lemper,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,Kroket,EsCoklat_botol,Roti_Tawar,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,Arem_arem,Misoa,Lemper,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,Lemper,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,Kroket,Lemper,Arem_arem,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Arem_arem,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,Kroket,Lemper,Donat,Roti_Tawar,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,EsCoklat_botol,RotiManis_Coklat,Arem_arem,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,Risoles,Arem_arem,EsCoklat_botol,Donat,Kue_lumpur,Brownies,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4248,Maffin,Apem,Arem_arem,Risoles,Brownies,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4249,Kroket,EsCoklat_botol,RotiManis_Keju,Donat,Kroisan,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,Camilan_khas_pati,Arem_arem,RotiManis_Keju,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,Kroket,Roti_Tawar,Sosis_solo,Donat,Maffin,EsKopi_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4253,Sosis_solo,Apem,Risoles,Camilan_khas_pati,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,Camilan_khas_pati,EsCoklat_botol,Donat,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,Roti_Tawar,Risoles,Camilan_khas_pati,Maffin,RotiManis_Keju,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
4258,Kue_lumpur,Kroket,Risoles,Camilan_khas_pati,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,Bollen_pisang,Kue_Kering,EsKopi_botol,Camilan_khas_pati,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
4261,Maffin,Arem_arem,Brownies,Kroisan,EsKopi_botol,EsCoklat_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
4262,Risoles,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,Risoles,EsCoklat_botol,RotiManis_Keju,Lemper,Kroisan,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,Arem_arem,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,Arem_arem,Apem,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,Kroket,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,Risoles,Donat,RotiManis_Keju,EsCoklat_botol,Kroisan,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
4270,Kroket,Brownies,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,Maffin,Apem,Sosis_solo,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
